mode,n_features,max_depth,n_estimators,rmse_percentual_train,mape_train,rmse_percentual_test,mape_test,processing_time
Fourier Ramps,4,9,50,6.365913012035247,4.952775699220631,11.24717064168539,8.54098458318065,0.5185916998889297
Fourier Ramps,4,9,100,6.384086384680313,4.967743314456586,11.253069724808187,8.525941127642195,0.9934177999384701
Fourier Ramps,4,9,200,6.3889730207559285,4.97212512140045,11.25226658213315,8.621374860755372,1.895774699980393
Fourier Ramps,4,9,300,6.387899631820298,4.969256811978799,11.252053411618176,8.627306102298439,2.7923663000110537
Fourier Ramps,4,9,400,6.383247875158035,4.97046051311774,11.240107791015935,8.56259418521819,3.700844499981031
Fourier Ramps,4,9,500,6.3732173469563005,4.957665665023114,11.25129228319504,8.544248493481502,4.842348700156435
Fourier Ramps,4,9,700,6.375656357998202,4.964867406625065,11.243718673532822,8.547503863557795,6.433614100096747
Fourier Ramps,4,9,1000,6.38070017315581,4.964871007369982,11.222520879636892,8.532835698422957,9.582269900012761
Fourier Ramps,4,12,50,3.641013191849482,2.754139020987147,11.319141419336658,8.323438708834837,0.6927204998210073
Fourier Ramps,4,12,100,3.6461702043468476,2.75970350160092,11.26615112528694,8.333760491529212,1.2974984999746084
Fourier Ramps,4,12,200,3.624558744251684,2.742046003915386,11.235311643892269,8.341900410387483,2.6087256998289376
Fourier Ramps,4,12,300,3.6187719497301103,2.7386497279204423,11.153503477041472,8.22378674032541,3.8537249001674354
Fourier Ramps,4,12,400,3.627844198659614,2.7435931687456483,11.189267625185543,8.289425940207149,5.118090500123799
Fourier Ramps,4,12,500,3.619722516048784,2.7379751865023025,11.236860294443332,8.290300500085248,6.206529000075534
Fourier Ramps,4,12,700,3.621228571642331,2.7382406096802385,11.175178700020409,8.295582596240031,8.513601700076833
Fourier Ramps,4,12,1000,3.616481130210157,2.7391257887478613,11.233421205069282,8.333643942343421,12.002273000078276
Fourier Ramps,4,15,50,1.9903078686694304,1.4808061341114789,11.186302640605382,8.181247367714349,0.8764221998862922
Fourier Ramps,4,15,100,1.9882115331693118,1.4759428749537018,11.131779478391518,8.17837031837085,1.7010440002195537
Fourier Ramps,4,15,200,1.97553805458073,1.4686194270944446,11.141865948628395,8.12863043739208,3.49930729996413
Fourier Ramps,4,15,300,1.9630376880221265,1.4602718484051787,11.04941050700301,8.03332888838625,4.611335800029337
Fourier Ramps,4,15,400,1.9680582300934104,1.4621402824626473,11.124788946329248,8.154015601986679,6.263168300036341
Fourier Ramps,4,15,500,1.968584681102965,1.461116711043071,11.090324296278917,8.073847153717043,7.679660799913108
Fourier Ramps,4,15,700,1.96580051696594,1.4607683235266824,11.105638554347383,8.106651126513079,11.467590000014752
Fourier Ramps,4,15,1000,1.9647120754871537,1.4595720878349137,11.073946396960972,8.09612553029078,15.496390299871564
Fourier Ramps,4,20,50,0.9632336690381922,0.6955482111764464,11.264202796754445,8.269994344295558,1.2155620001722127
Fourier Ramps,4,20,100,0.9396138148510086,0.6819154911104675,11.161996237068387,8.10776391855559,2.041731100063771
Fourier Ramps,4,20,200,0.9232353821167598,0.6739653293227754,11.151058360808092,8.14651360811527,4.134372100001201
Fourier Ramps,4,20,300,0.9165183962358115,0.6693979779991432,11.091079061990847,8.073601664063512,6.072956200223416
Fourier Ramps,4,20,400,0.918666274531025,0.6703453101085477,11.07493383331453,8.048928687713127,8.301254499936476
Fourier Ramps,4,20,500,0.9139520117449501,0.6676384696868752,11.039149840115263,8.035959733826475,10.147480099927634
Fourier Ramps,4,20,700,0.9131533413233678,0.6676592124625003,11.080399016536475,8.055165919887203,13.813950800104067
Fourier Ramps,4,20,1000,0.9103841679255085,0.6663997251356024,11.072335110331483,8.047852601655885,19.149077499983832
Fourier Ramps,4,30,50,0.8681886841156745,0.5916115828376269,11.20353267579661,8.271850486285567,1.2407801998779178
Fourier Ramps,4,30,100,0.834726938466429,0.5721062362982363,11.130752308968137,8.15361498141157,2.1928487000986934
Fourier Ramps,4,30,200,0.8222370384692934,0.5649850158116544,11.20313478757691,8.256694066019033,4.573856299975887
Fourier Ramps,4,30,300,0.814494797703244,0.5618824632655178,11.075783713824082,8.045557751027657,6.563168900087476
Fourier Ramps,4,30,400,0.8143266867372222,0.5611593722339719,11.069566041971447,8.070507318759944,8.900268799858168
Fourier Ramps,4,30,500,0.8097735470813994,0.5590538153421435,11.070035778801248,8.031986579129514,10.992420700145885
